Time,AE Data,EC Data,Mech Data,Output
0.5262,6.0341739922856056e-05,1.0,0.31219760709491723,0.0
1.505116773,6.950183447658569e-05,0.5488133627661415,0.3139733845519549,0.0
2.505170213,5.9670695144510086e-05,0.3885944477788063,0.3177888996841895,0.0
3.506610169,5.832808400099659e-05,0.3143342522608669,0.32257767514270685,0.0
4.506282051,5.987754465696728e-05,0.2705919453119437,0.32511421087004383,0.0
5.502686567,5.941654016161444e-05,0.23905679379062694,0.32716312011759924,0.0
6.50440678,6.184150646564424e-05,0.21718564031616533,0.31790739767289006,0.0
7.506595745,6.71035979421728e-05,0.20141806455550695,0.317576766128881,0.0
8.507021277,5.9267027818574376e-05,0.18921090912790048,0.32107925131108217,0.0
9.505884861,5.7340198162706543e-05,0.1785296481287448,0.3253658968311481,0.0
10.5038806,5.972679592366568e-05,0.17090017598649077,0.3166962633367332,0.0
11.5040552,5.940445008978234e-05,0.16377933532038697,0.30893429249903953,0.0
12.50216274,6.274206620560876e-05,0.15869302055888426,0.3069345394217882,0.0
13.50687345,6.793517907357566e-05,0.16428796679653723,0.34736149285683277,0.0
14.5079602,5.9862150354222105e-05,0.15920165203503453,0.3536177335408741,0.0
15.50781095,5.876466991124453e-05,0.15513260022583236,0.3574699759070619,0.0
16.504375,5.9623075827287125e-05,0.15106354841663022,0.35800295526622905,0.0
17.50386139,6.0049105510282986e-05,0.14750312808357832,0.35195886633506035,0.0
18.50631841,6.34287521848147e-05,0.1444513392266767,0.3461548533190341,0.0
19.50621891,6.701928683199497e-05,0.14190818184592535,0.34949674954653265,0.0
20.50473815,6.001275057484534e-05,0.1429254447982259,0.3543399220738446,0.0
21.50466501,5.94801016269899e-05,0.13783913003672318,0.360157292101996,0.0
22.50669975,6.09929482239989e-05,0.13580460413212211,0.35907832667464745,0.0
23.504925,6.069096072990133e-05,0.13275281527522048,0.3534443835442739,0.0
24.50364764,6.398632861958545e-05,0.13173555232291995,0.35749530691643283,0.0
25.50692308,6.749314017119708e-05,0.12934498438501368,0.36384274924286986,0.0
26.50761194,5.927785386275358e-05,0.12802254254702297,0.3717033554279362,0.0
27.5070398,5.863555454518592e-05,0.12670010070903226,0.3768989010390891,0.0
28.50405,5.995398916056978e-05,0.12491989054250632,0.3734260733371482,0.0
29.50506173,5.988485407289765e-05,0.12375003814736071,0.36803903475788446,0.0
30.506775,6.462262477096578e-05,0.12247845945698503,0.3623646156953318,0.0
31.50405473,6.81330782076509e-05,0.12176637539037466,0.3661723923133889,0.0
32.50393035,6.0003689432417095e-05,0.1203422072571539,0.3716179997530409,0.0
33.50493797,5.97871110986015e-05,0.11947753374769844,0.37466504539714496,0.0
34.50438903,6.0757206239451055e-05,0.11871458653347303,0.37509943035345883,0.0
35.50340796,6.0338672846498506e-05,0.11764646043355748,0.3671392379982902,0.0
36.50473945,6.512921282309929e-05,0.11703610266217715,0.36409191939072294,0.0
37.50325,6.668554768268683e-05,0.11606970285749163,0.36487431456485997,0.0
38.50311881,6.24312234094323e-05,0.11540848193849629,0.3718952168967222,0.0
39.50436409,5.844070594180157e-05,0.11464553472427087,0.37664400775729406,0.0
40.50406948,6.287910253382173e-05,0.1141369032481206,0.3749155758129223,0.0
41.50532338,6.24208292990734e-05,0.11322136659105012,0.3672886763955273,0.0
42.50542289,6.669581249172476e-05,0.11276359826251486,0.36410644559634825,0.0
43.50677419,7.002843932304886e-05,0.11210237734351952,0.3642728122776855,0.0
44.50600998,6.173432817173226e-05,0.1114920195721392,0.3723407888056301,0.0
45.50555831,5.986762696988794e-05,0.11108511439121899,0.37665568604412153,0.0
46.505275,6.256766829134227e-05,0.1103730303246086,0.37330165204129945,0.0
47.50502475,6.22756717142191e-05,0.11001698829130341,0.36802147865781937,0.0
48.5070398,6.696821998000155e-05,0.10955921996276817,0.36249317693703675,0.0
49.50718905,6.829908363890326e-05,0.10899972533900287,0.36521877625766347,0.0
